site,n.plot,cod.sev,north,west,slope,aspect,elev.m,tran.size,transect,species,sp.name,origen,veg.cov,cov.50N,cov.50E,cov.50S,cov.50W,cov.140N,cov.140E,cov.140S,cov.140W
CM,1,H,-3875700,-7141727,8,270,1612,large,north,aca.pin,Acaena pinnatifida,native,3,59,59,45,55,56,60,45,54
CM,1,H,-3875700,-7141727,8,270,1612,large,north,epi.tet,Epilobium tetragonum,exotic,5,59,59,45,55,56,60,45,54
CM,1,H,-3875700,-7141727,8,270,1612,large,north,ber.mic,Berberis microphylla,native,4,59,59,45,55,56,60,45,54
CM,1,H,-3875700,-7141727,8,270,1612,large,north,leu.the,Leucheria thermarum,native,3,59,59,45,55,56,60,45,54
CM,1,H,-3875700,-7141727,8,270,1612,large,north,fwd,fine woody debris,NA,85,59,59,45,55,56,60,45,54
CM,1,H,-3875700,-7141727,8,270,1612,large,east,bare.gr,bare ground,NA,20,50,42,57,30,44,48,53,26
CM,1,H,-3875700,-7141727,8,270,1612,large,east,fwd,fine woody debris,NA,80,50,42,57,30,44,48,53,26
CM,1,H,-3875700,-7141727,8,270,1612,large,south,ber.mic,Berberis microphylla,native,10,34,58,60,47,40,62,43,36
CM,1,H,-3875700,-7141727,8,270,1612,large,south,epi.tet,Epilobium tetragonum,exotic,5,34,58,60,47,40,62,43,36
CM,1,H,-3875700,-7141727,8,270,1612,large,south,bare.gr,bare ground,NA,20,34,58,60,47,40,62,43,36
CM,1,H,-3875700,-7141727,8,270,1612,large,south,fwd,fine woody debris,NA,65,34,58,60,47,40,62,43,36
CM,1,H,-3875700,-7141727,8,270,1612,large,west,epi.tet,Epilobium tetragonum,exotic,5,43,48,46,33,50,48,51,34
CM,1,H,-3875700,-7141727,8,270,1612,large,west,fwd,fine woody debris,NA,90,43,48,46,33,50,48,51,34
CM,1,H,-3875700,-7141727,8,270,1612,large,west,bare.gr,bare ground,NA,5,43,48,46,33,50,48,51,34
CM,2,H,-3878995,-7149815,18,348,1237,large,north,epi.tet,Epilobium tetragonum,exotic,30,39,46,22,31,39,37,22,35
CM,2,H,-3878995,-7149815,18,348,1237,large,north,fwd,fine woody debris,NA,30,39,46,22,31,39,37,22,35
CM,2,H,-3878995,-7149815,18,348,1237,large,north,bare.gr,bare ground,NA,40,39,46,22,31,39,37,22,35
CM,2,H,-3878995,-7149815,18,348,1237,large,east,epi.tet,Epilobium tetragonum,exotic,20,29,33,23,20,31,35,23,17
CM,2,H,-3878995,-7149815,18,348,1237,large,east,air.car,Aira caryophyllea,exotic,5,29,33,23,20,31,35,23,17
CM,2,H,-3878995,-7149815,18,348,1237,large,east,cir.vul,Cirsium vulgare,exotic,1,29,33,23,20,31,35,23,17
CM,2,H,-3878995,-7149815,18,348,1237,large,east,fwd,fine woody debris,NA,54,29,33,23,20,31,35,23,17
CM,2,H,-3878995,-7149815,18,348,1237,large,east,bare.gr,bare ground,NA,20,29,33,23,20,31,35,23,17
CM,2,H,-3878995,-7149815,18,348,1237,large,south,cir.vul,Cirsium vulgare,exotic,2,34,33,15,28,31,36,14,15
CM,2,H,-3878995,-7149815,18,348,1237,large,south,gau.poe,Gaultheria poeppigii,native,5,34,33,15,28,31,36,14,15
CM,2,H,-3878995,-7149815,18,348,1237,large,south,ber.mic,Berberis microphylla,native,60,34,33,15,28,31,36,14,15
CM,2,H,-3878995,-7149815,18,348,1237,large,south,epi.tet,Epilobium tetragonum,exotic,3,34,33,15,28,31,36,14,15
CM,2,H,-3878995,-7149815,18,348,1237,large,south,fwd,fine woody debris,NA,7,34,33,15,28,31,36,14,15
CM,2,H,-3878995,-7149815,18,348,1237,large,south,bare.gr,bare ground,NA,23,34,33,15,28,31,36,14,15
CM,2,H,-3878995,-7149815,18,348,1237,large,west,epi.tet,Epilobium tetragonum,exotic,5,33,35,8,13,34,33,7,10
CM,2,H,-3878995,-7149815,18,348,1237,large,west,gau.poe,Gaultheria poeppigii,native,2,33,35,8,13,34,33,7,10
CM,2,H,-3878995,-7149815,18,348,1237,large,west,bare.gr,bare ground,NA,93,33,35,8,13,34,33,7,10
CM,3,H,-3878995,-7152215,22,10,1553,large,north,none,NA,NA,0,35,33,38,30,34,33,33,27
CM,3,H,-3878995,-7152215,22,10,1553,large,east,none,NA,NA,0,40,39,25,39,36,33,22,35
CM,3,H,-3878995,-7152215,22,10,1553,large,south,none,NA,NA,0,42,35,31,36,40,33,26,35
CM,3,H,-3878995,-7152215,22,10,1553,large,west,none,NA,NA,0,41,40,32,40,41,40,36,33
CM,4,H,-3876085,-7151300,28,306,1660,large,north,epi.tet,Epilobium tetragonum,exotic,2,35,30,30,27,33,32,28,32
CM,4,H,-3876085,-7151300,28,306,1660,large,north,chu.sp,Chusquea sp,native,3,35,30,30,27,33,32,28,32
CM,4,H,-3876085,-7151300,28,306,1660,large,north,cwd,coarse woody debris,NA,90,35,30,30,27,33,32,28,32
CM,4,H,-3876085,-7151300,28,306,1660,large,north,bare.gr,bare ground,NA,5,35,30,30,27,33,32,28,32
CM,4,H,-3876085,-7151300,28,306,1660,large,east,chu.sp,Chusquea sp,native,5,26,24,20,25,26,25,22,24
CM,4,H,-3876085,-7151300,28,306,1660,large,east,vic.nig,Vicia nigricans,native,2,26,24,20,25,26,25,22,24
CM,4,H,-3876085,-7151300,28,306,1660,large,east,myo.obl,Myoschilos oblongum,native,3,26,24,20,25,26,25,22,24
CM,4,H,-3876085,-7151300,28,306,1660,large,east,bare.gr,bare ground,NA,65,26,24,20,25,26,25,22,24
CM,4,H,-3876085,-7151300,28,306,1660,large,east,fwd,fine woody debris,NA,25,26,24,20,25,26,25,22,24
CM,4,H,-3876085,-7151300,28,306,1660,large,south,epi.tet,Epilobium tetragonum,exotic,2,22,25,21,23,24,22,20,21
CM,4,H,-3876085,-7151300,28,306,1660,large,south,ber.mic,Berberis microphylla,native,3,22,25,21,23,24,22,20,21
CM,4,H,-3876085,-7151300,28,306,1660,large,south,bare.gr,bare ground,NA,95,22,25,21,23,24,22,20,21
CM,4,H,-3876085,-7151300,28,306,1660,large,west,epi.tet,Epilobium tetragonum,exotic,2,30,26,23,23,32,27,23,24
CM,4,H,-3876085,-7151300,28,306,1660,large,west,chu.sp,Chusquea sp,native,10,30,26,23,23,32,27,23,24
CM,4,H,-3876085,-7151300,28,306,1660,large,west,cwd,coarse woody debris,NA,88,30,26,23,23,32,27,23,24
CM,5,H,-3878977,-7149959,14,348,1248,large,north,sch.pat,Schinus patagonicus,native,80,58,38,85,77,23,35,60,46
CM,5,H,-3878977,-7149959,14,348,1248,large,north,rib.tri,Ribes trilobum,native,15,58,38,85,77,23,35,60,46
CM,5,H,-3878977,-7149959,14,348,1248,large,north,may.dis,Maytenus disticha,native,3,58,38,85,77,23,35,60,46
CM,5,H,-3878977,-7149959,14,348,1248,large,north,dio.bra,Dioscorea brachybotrya,native,2,58,38,85,77,23,35,60,46
CM,5,H,-3878977,-7149959,14,348,1248,large,east,cir.vul,Cirsium vulgare,exotic,2,24,26,27,27,28,30,33,27
CM,5,H,-3878977,-7149959,14,348,1248,large,east,epi.tet,Epilobium tetragonum,exotic,10,24,26,27,27,28,30,33,27
CM,5,H,-3878977,-7149959,14,348,1248,large,east,fwd,fine woody debris,NA,80,24,26,27,27,28,30,33,27
CM,5,H,-3878977,-7149959,14,348,1248,large,south,cir.vul,Cirsium vulgare,exotic,25,36,33,35,38,35,27,36,40
CM,5,H,-3878977,-7149959,14,348,1248,large,south,epi.tet,Epilobium tetragonum,exotic,18,36,33,35,38,35,27,36,40
CM,5,H,-3878977,-7149959,14,348,1248,large,south,lac.ser,Lactuca serriola,exotic,2,36,33,35,38,35,27,36,40
CM,5,H,-3878977,-7149959,14,348,1248,large,south,bare.gr,bare ground,NA,15,36,33,35,38,35,27,36,40
CM,5,H,-3878977,-7149959,14,348,1248,large,south,fwd,fine woody debris,NA,40,36,33,35,38,35,27,36,40
CM,5,H,-3878977,-7149959,14,348,1248,large,west,cir.vul,Cirsium vulgare,exotic,22,29,31,26,35,25,30,19,32
CM,5,H,-3878977,-7149959,14,348,1248,large,west,may.dis,Maytenus disticha,native,3,29,31,26,35,25,30,19,32
CM,5,H,-3878977,-7149959,14,348,1248,large,west,fwd,fine woody debris,NA,75,29,31,26,35,25,30,19,32
CM,6,H,-3875183,-7150810,26,28,1641,large,north,als.aur,Alstroemeria aurea,native,30,38,77,79,38,36,61,76,42
CM,6,H,-3875183,-7150810,26,28,1641,large,north,cwd,coarse woody debris,NA,70,38,77,79,38,36,61,76,42
CM,6,H,-3875183,-7150810,26,28,1641,large,east,epi.tet,Epilobium tetragonum,exotic,35,76,46,78,68,74,45,72,71
CM,6,H,-3875183,-7150810,26,28,1641,large,east,cwd,coarse woody debris,NA,50,76,46,78,68,74,45,72,71
CM,6,H,-3875183,-7150810,26,28,1641,large,east,chu.sp,Chusquea sp,native,15,76,46,78,68,74,45,72,71
CM,6,H,-3875183,-7150810,26,28,1641,large,south,chu.sp,Chusquea sp,native,5,30,51,80,74,36,38,78,74
CM,6,H,-3875183,-7150810,26,28,1641,large,south,cwd,coarse woody debris,NA,95,30,51,80,74,36,38,78,74
CM,6,H,-3875183,-7150810,26,28,1641,large,west,als.aur,Alstroemeria aurea,native,20,41,62,77,50,26,60,79,38
CM,6,H,-3875183,-7150810,26,28,1641,large,west,vic.nig,Vicia nigricans,native,5,41,62,77,50,26,60,79,38
CM,6,H,-3875183,-7150810,26,28,1641,large,west,ber.mic,Berberis microphylla,native,15,41,62,77,50,26,60,79,38
CM,6,H,-3875183,-7150810,26,28,1641,large,west,cwd,coarse woody debris,NA,25,41,62,77,50,26,60,79,38
CM,6,H,-3875183,-7150810,26,28,1641,large,west,fwd,fine woody debris,NA,35,41,62,77,50,26,60,79,38
CM,7,H,-3875303,-7150534,32,30,1649,large,north,none,NA,NA,0,20,43,35,17,14,38,37,14
CM,7,H,-3875303,-7150534,32,30,1649,large,east,none,NA,NA,0,26,37,44,37,27,35,43,38
CM,7,H,-3875303,-7150534,32,30,1649,large,south,none,NA,NA,0,32,35,36,45,33,40,34,44
CM,7,H,-3875303,-7150534,32,30,1649,large,west,none,NA,NA,0,40,37,42,28,33,37,42,29
CM,8,H,-3874124,-7151911,22,40,1612,large,north,none,NA,NA,0,34,42,44,44,35,42,43,43
CM,8,H,-3874124,-7151911,22,40,1612,large,east,none,NA,NA,0,34,36,43,40,34,34,43,39
CM,8,H,-3874124,-7151911,22,40,1612,large,south,none,NA,NA,0,34,41,41,33,40,40,45,33
CM,8,H,-3874124,-7151911,22,40,1612,large,west,none,NA,NA,0,35,42,42,35,35,44,44,41
CM,9,H,-3877619,-7151301,10,120,1506,large,north,chu.sp,Chusquea sp,native,65,71,34,34,42,45,34,33,40
CM,9,H,-3877619,-7151301,10,120,1506,large,north,epi.tet,Epilobium tetragonum,exotic,5,71,34,34,42,45,34,33,40
CM,9,H,-3877619,-7151301,10,120,1506,large,north,fwd,fine woody debris,NA,30,71,34,34,42,45,34,33,40
CM,9,H,-3877619,-7151301,10,120,1506,large,east,chu.sp,Chusquea sp,native,50,65,69,36,41,34,26,30,38
CM,9,H,-3877619,-7151301,10,120,1506,large,east,epi.tet,Epilobium tetragonum,exotic,3,65,69,36,41,34,26,30,38
CM,9,H,-3877619,-7151301,10,120,1506,large,east,fwd,fine woody debris,NA,47,65,69,36,41,34,26,30,38
CM,9,H,-3877619,-7151301,10,120,1506,large,south,epi.tet,Epilobium tetragonum,exotic,2,44,31,21,25,47,33,23,25
CM,9,H,-3877619,-7151301,10,120,1506,large,south,lac.ser,Lactuca serriola,exotic,3,44,31,21,25,47,33,23,25
CM,9,H,-3877619,-7151301,10,120,1506,large,south,bare.gr,bare ground,NA,85,44,31,21,25,47,33,23,25
CM,9,H,-3877619,-7151301,10,120,1506,large,south,fwd,fine woody debris,NA,10,44,31,21,25,47,33,23,25
CM,9,H,-3877619,-7151301,10,120,1506,large,west,chu.sp,Chusquea sp,native,35,33,34,18,65,36,35,21,44
CM,9,H,-3877619,-7151301,10,120,1506,large,west,epi.tet,Epilobium tetragonum,exotic,2,33,34,18,65,36,35,21,44
CM,9,H,-3877619,-7151301,10,120,1506,large,west,vic.nig,Vicia nigricans,native,3,33,34,18,65,36,35,21,44
CM,9,H,-3877619,-7151301,10,120,1506,large,west,cwd,coarse woody debris,NA,65,33,34,18,65,36,35,21,44
CM,10,H,-3877482,-7153393,34,140,1397,large,north,rib.mag,Ribes magellanicum,native,2,49,13,32,39,43,19,36,33
CM,10,H,-3877482,-7153393,34,140,1397,large,north,vic.nig,Vicia nigricans,native,23,49,13,32,39,43,19,36,33
CM,10,H,-3877482,-7153393,34,140,1397,large,north,cir.vul,Cirsium vulgare,exotic,2,49,13,32,39,43,19,36,33
CM,10,H,-3877482,-7153393,34,140,1397,large,north,lac.ser,Lactuca serriola,exotic,5,49,13,32,39,43,19,36,33
CM,10,H,-3877482,-7153393,34,140,1397,large,north,bare.gr,bare ground,NA,33,49,13,32,39,43,19,36,33
CM,10,H,-3877482,-7153393,34,140,1397,large,north,fwd,fine woody debris,NA,35,49,13,32,39,43,19,36,33
CM,10,H,-3877482,-7153393,34,140,1397,large,east,als.aur,Alstroemeria aurea,native,33,57,19,28,32,31,17,34,34
CM,10,H,-3877482,-7153393,34,140,1397,large,east,vic.nig,Vicia nigricans,native,8,57,19,28,32,31,17,34,34
CM,10,H,-3877482,-7153393,34,140,1397,large,east,epi.tet,Epilobium tetragonum,exotic,2,57,19,28,32,31,17,34,34
CM,10,H,-3877482,-7153393,34,140,1397,large,east,lac.ser,Lactuca serriola,exotic,7,57,19,28,32,31,17,34,34
CM,10,H,-3877482,-7153393,34,140,1397,large,east,cwd,coarse woody debris,NA,45,57,19,28,32,31,17,34,34
CM,10,H,-3877482,-7153393,34,140,1397,large,east,bare.gr,bare ground,NA,5,57,19,28,32,31,17,34,34
CM,10,H,-3877482,-7153393,34,140,1397,large,south,epi.tet,Epilobium tetragonum,exotic,7,37,30,25,37,36,27,27,38
CM,10,H,-3877482,-7153393,34,140,1397,large,south,cir.vul,Cirsium vulgare,exotic,7,37,30,25,37,36,27,27,38
CM,10,H,-3877482,-7153393,34,140,1397,large,south,sen.vul,Senecio vulgaris,exotic,2,37,30,25,37,36,27,27,38
CM,10,H,-3877482,-7153393,34,140,1397,large,south,val.lax,Valeriana laxiflora,native,4,37,30,25,37,36,27,27,38
CM,10,H,-3877482,-7153393,34,140,1397,large,south,lac.ser,Lactuca serriola,exotic,10,37,30,25,37,36,27,27,38
CM,10,H,-3877482,-7153393,34,140,1397,large,south,cwd,coarse woody debris,NA,65,37,30,25,37,36,27,27,38
CM,10,H,-3877482,-7153393,34,140,1397,large,south,bare.gr,bare ground,NA,5,37,30,25,37,36,27,27,38
CM,10,H,-3877482,-7153393,34,140,1397,large,west,chu.sp,Chusquea sp,native,30,66,40,34,51,54,28,34,47
CM,10,H,-3877482,-7153393,34,140,1397,large,west,epi.tet,Epilobium tetragonum,exotic,2,66,40,34,51,54,28,34,47
CM,10,H,-3877482,-7153393,34,140,1397,large,west,lac.ser,Lactuca serriola,exotic,2,66,40,34,51,54,28,34,47
CM,10,H,-3877482,-7153393,34,140,1397,large,west,cir.vul,Cirsium vulgare,exotic,2,66,40,34,51,54,28,34,47
CM,10,H,-3877482,-7153393,34,140,1397,large,west,sen.vul,Senecio vulgaris,exotic,1,66,40,34,51,54,28,34,47
CM,10,H,-3877482,-7153393,34,140,1397,large,west,bare.gr,bare ground,NA,53,66,40,34,51,54,28,34,47
CM,10,H,-3877482,-7153393,34,140,1397,large,west,fwd,fine woody debris,NA,10,66,40,34,51,54,28,34,47
CM,11,H,-3876204,-7149578,12,248,1708,large,north,cwd,coarse woody debris,NA,65,34,41,36,29,20,39,43,29
CM,11,H,-3876204,-7149578,12,248,1708,large,north,bare.gr,bare ground,NA,35,34,41,36,29,20,39,43,29
CM,11,H,-3876204,-7149578,12,248,1708,large,east,fwd,fine woody debris,NA,60,13,36,28,32,11,36,33,25
CM,11,H,-3876204,-7149578,12,248,1708,large,east,bare.gr,bare ground,NA,40,13,36,28,32,11,36,33,25
CM,11,H,-3876204,-7149578,12,248,1708,large,south,cwd,coarse woody debris,NA,75,30,33,13,26,23,40,14,25
CM,11,H,-3876204,-7149578,12,248,1708,large,south,bare.gr,bare ground,NA,25,30,33,13,26,23,40,14,25
CM,11,H,-3876204,-7149578,12,248,1708,large,west,cwd,coarse woody debris,NA,80,28,28,26,12,29,41,28,15
CM,11,H,-3876204,-7149578,12,248,1708,large,west,bare.gr,bare ground,NA,20,28,28,26,12,29,41,28,15
CM,12,H,-3878871,-7149341,22,160,1250,large,north,car.tho,Carduus thoermeri ,exotic,6,19,19,13,16,22,15,16,18
CM,12,H,-3878871,-7149341,22,160,1250,large,north,cir.vul,Cirsium vulgare,exotic,2,19,19,13,16,22,15,16,18
CM,12,H,-3878871,-7149341,22,160,1250,large,north,sen.vul,Senecio vulgaris,exotic,2,19,19,13,16,22,15,16,18
CM,12,H,-3878871,-7149341,22,160,1250,large,north,epi.tet,Epilobium tetragonum,exotic,30,19,19,13,16,22,15,16,18
CM,12,H,-3878871,-7149341,22,160,1250,large,north,bare.gr,bare ground,NA,35,19,19,13,16,22,15,16,18
CM,12,H,-3878871,-7149341,22,160,1250,large,north,fwd,fine woody debris,NA,25,19,19,13,16,22,15,16,18
CM,12,H,-3878871,-7149341,22,160,1250,large,east,epi.tet,Epilobium tetragonum,exotic,3,78,21,20,31,19,16,26,29
CM,12,H,-3878871,-7149341,22,160,1250,large,east,cwd,coarse woody debris,NA,97,78,21,20,31,19,16,26,29
CM,12,H,-3878871,-7149341,22,160,1250,large,south,lac.ser,Lactuca serriola,exotic,4,35,33,71,85,36,24,18,27
CM,12,H,-3878871,-7149341,22,160,1250,large,south,chu.sp,Chusquea sp,native,43,35,33,71,85,36,24,18,27
CM,12,H,-3878871,-7149341,22,160,1250,large,south,epi.tet,Epilobium tetragonum,exotic,15,35,33,71,85,36,24,18,27
CM,12,H,-3878871,-7149341,22,160,1250,large,south,bare.gr,bare ground,NA,25,35,33,71,85,36,24,18,27
CM,12,H,-3878871,-7149341,22,160,1250,large,south,fwd,fine woody debris,NA,13,35,33,71,85,36,24,18,27
CM,12,H,-3878871,-7149341,22,160,1250,large,west,epi.tet,Epilobium tetragonum,exotic,40,29,21,32,72,27,24,25,30
CM,12,H,-3878871,-7149341,22,160,1250,large,west,cwd,coarse woody debris,NA,55,29,21,32,72,27,24,25,30
CM,12,H,-3878871,-7149341,22,160,1250,large,west,bare.gr,bare ground,NA,5,29,21,32,72,27,24,25,30
CM,13,H,-3876764,-7149808,16,168,1553,large,north,cwd,coarse woody debris,NA,65,26,25,23,25,33,28,24,22
CM,13,H,-3876764,-7149808,16,168,1553,large,north,bare.gr,bare ground,NA,35,26,25,23,25,33,28,24,22
CM,13,H,-3876764,-7149808,16,168,1553,large,east,fwd,fine woody debris,NA,85,33,35,24,28,31,37,21,26
CM,13,H,-3876764,-7149808,16,168,1553,large,east,bare.gr,bare ground,NA,15,33,35,24,28,31,37,21,26
CM,13,H,-3876764,-7149808,16,168,1553,large,south,car.tho,Carduus thoermeri ,exotic,3,31,24,20,27,36,26,22,25
CM,13,H,-3876764,-7149808,16,168,1553,large,south,cwd,coarse woody debris,NA,77,31,24,20,27,36,26,22,25
CM,13,H,-3876764,-7149808,16,168,1553,large,south,bare.gr,bare ground,NA,20,31,24,20,27,36,26,22,25
CM,13,H,-3876764,-7149808,16,168,1553,large,west,cwd,coarse woody debris,NA,73,26,24,14,24,27,26,17,19
CM,13,H,-3876764,-7149808,16,168,1553,large,west,bare.gr,bare ground,NA,25,26,24,14,24,27,26,17,19
CM,13,H,-3876764,-7149808,16,168,1553,large,west,may.dis,Maytenus disticha,native,2,26,24,14,24,27,26,17,19
CM,14,H,-3877780,-7151312,16,166,1423,large,north,epi.tet,Epilobium tetragonum,exotic,70,33,30,35,47,38,27,32,46
CM,14,H,-3877780,-7151312,16,166,1423,large,north,rib.mag,Ribes magellanicum,native,3,33,30,35,47,38,27,32,46
CM,14,H,-3877780,-7151312,16,166,1423,large,north,lac.ser,Lactuca serriola,exotic,2,33,30,35,47,38,27,32,46
CM,14,H,-3877780,-7151312,16,166,1423,large,north,fwd,fine woody debris,NA,25,33,30,35,47,38,27,32,46
CM,14,H,-3877780,-7151312,16,166,1423,large,east,epi.tet,Epilobium tetragonum,exotic,40,36,24,43,44,40,30,37,51
CM,14,H,-3877780,-7151312,16,166,1423,large,east,fwd,fine woody debris,NA,60,36,24,43,44,40,30,37,51
CM,14,H,-3877780,-7151312,16,166,1423,large,south,epi.tet,Epilobium tetragonum,exotic,2,48,39,37,47,66,42,40,41
CM,14,H,-3877780,-7151312,16,166,1423,large,south,lac.ser,Lactuca serriola,exotic,3,48,39,37,47,66,42,40,41
CM,14,H,-3877780,-7151312,16,166,1423,large,south,fwd,fine woody debris,NA,95,48,39,37,47,66,42,40,41
CM,14,H,-3877780,-7151312,16,166,1423,large,west,chu.sp,Chusquea sp,native,60,38,45,73,51,41,37,31,46
CM,14,H,-3877780,-7151312,16,166,1423,large,west,epi.tet,Epilobium tetragonum,exotic,4,38,45,73,51,41,37,31,46
CM,14,H,-3877780,-7151312,16,166,1423,large,west,als.aur,Alstroemeria aurea,native,1,38,45,73,51,41,37,31,46
CM,14,H,-3877780,-7151312,16,166,1423,large,west,bare.gr,bare ground,NA,5,38,45,73,51,41,37,31,46
CM,14,H,-3877780,-7151312,16,166,1423,large,west,cwd,coarse woody debris,NA,30,38,45,73,51,41,37,31,46
CM,15,H,-3877041,-7149840,10,172,1490,large,north,cwd,coarse woody debris,NA,77,32,32,27,16,31,32,25,27
CM,15,H,-3877041,-7149840,10,172,1490,large,north,bare.gr,bare ground,NA,23,32,32,27,16,31,32,25,27
CM,15,H,-3877041,-7149840,10,172,1490,large,east,lac.ser,Lactuca serriola,exotic,3,24,21,19,14,19,14,18,17
CM,15,H,-3877041,-7149840,10,172,1490,large,east,cwd,coarse woody debris,NA,62,24,21,19,14,19,14,18,17
CM,15,H,-3877041,-7149840,10,172,1490,large,east,bare.gr,bare ground,NA,35,24,21,19,14,19,14,18,17
CM,15,H,-3877041,-7149840,10,172,1490,large,south,ber.mic,Berberis microphylla,native,5,25,22,18,15,28,20,15,14
CM,15,H,-3877041,-7149840,10,172,1490,large,south,bare.gr,bare ground,NA,80,25,22,18,15,28,20,15,14
CM,15,H,-3877041,-7149840,10,172,1490,large,south,fwd,fine woody debris,NA,15,25,22,18,15,28,20,15,14
CM,15,H,-3877041,-7149840,10,172,1490,large,west,lac.ser,Lactuca serriola,exotic,10,26,32,21,23,25,30,21,23
CM,15,H,-3877041,-7149840,10,172,1490,large,west,cwd,coarse woody debris,NA,85,26,32,21,23,25,30,21,23
CM,15,H,-3877041,-7149840,10,172,1490,large,west,bare.gr,bare ground,NA,5,26,32,21,23,25,30,21,23
CM,16,H,-3876134,-7149415,26,270,1745,large,north,sen.1,Senecio 1,native,20,35,41,37,32,39,45,41,28
CM,16,H,-3876134,-7149415,26,270,1745,large,north,fwd,fine woody debris,NA,80,35,41,37,32,39,45,41,28
CM,16,H,-3876134,-7149415,26,270,1745,large,east,lac.ser,Lactuca serriola,exotic,1,35,47,38,30,36,47,36,29
CM,16,H,-3876134,-7149415,26,270,1745,large,east,fwd,fine woody debris,NA,99,35,47,38,30,36,47,36,29
CM,16,H,-3876134,-7149415,26,270,1745,large,south,fwd,fine woody debris,NA,55,29,43,42,29,31,50,47,28
CM,16,H,-3876134,-7149415,26,270,1745,large,south,bare.gr,bare ground,NA,45,29,43,42,29,31,50,47,28
CM,16,H,-3876134,-7149415,26,270,1745,large,west,fwd,fine woody debris,NA,100,35,39,46,30,32,46,45,24
CM,17,H,-3876023,-7176023,28,312,1616,large,north,lac.ser,Lactuca serriola,exotic,3,53,61,59,40,48,52,57,38
CM,17,H,-3876023,-7176023,28,312,1616,large,north,cwd,coarse woody debris,NA,45,53,61,59,40,48,52,57,38
CM,17,H,-3876023,-7176023,28,312,1616,large,north,fwd,fine woody debris,NA,15,53,61,59,40,48,52,57,38
CM,17,H,-3876023,-7176023,28,312,1616,large,north,bare.gr,bare ground,NA,37,53,61,59,40,48,52,57,38
CM,17,H,-3876023,-7176023,28,312,1616,large,east,ber.tri,Berberis trigona,native,5,12,51,73,28,6,44,53,28
CM,17,H,-3876023,-7176023,28,312,1616,large,east,chu.sp,Chusquea sp,native,2,12,51,73,28,6,44,53,28
CM,17,H,-3876023,-7176023,28,312,1616,large,east,cwd,coarse woody debris,NA,70,12,51,73,28,6,44,53,28
CM,17,H,-3876023,-7176023,28,312,1616,large,east,bare.gr,bare ground,NA,23,12,51,73,28,6,44,53,28
CM,17,H,-3876023,-7176023,28,312,1616,large,south,chu.sp,Chusquea sp,native,15,42,57,60,36,42,51,47,34
CM,17,H,-3876023,-7176023,28,312,1616,large,south,gau.poe,Gaultheria poeppigii,native,20,42,57,60,36,42,51,47,34
CM,17,H,-3876023,-7176023,28,312,1616,large,south,vic.nig,Vicia nigricans,native,1,42,57,60,36,42,51,47,34
CM,17,H,-3876023,-7176023,28,312,1616,large,south,als.aur,Alstroemeria aurea,native,1,42,57,60,36,42,51,47,34
CM,17,H,-3876023,-7176023,28,312,1616,large,south,fwd,fine woody debris,NA,40,42,57,60,36,42,51,47,34
CM,17,H,-3876023,-7176023,28,312,1616,large,south,bare.gr,bare ground,NA,23,42,57,60,36,42,51,47,34
CM,17,H,-3876023,-7176023,28,312,1616,large,west,epi.tet,Epilobium tetragonum,exotic,20,36,50,53,43,31,56,50,43
CM,17,H,-3876023,-7176023,28,312,1616,large,west,als.aur,Alstroemeria aurea,native,1,36,50,53,43,31,56,50,43
CM,17,H,-3876023,-7176023,28,312,1616,large,west,chu.sp,Chusquea sp,native,10,36,50,53,43,31,56,50,43
CM,17,H,-3876023,-7176023,28,312,1616,large,west,bare.gr,bare ground,NA,54,36,50,53,43,31,56,50,43
CM,17,H,-3876023,-7176023,28,312,1616,large,west,fwd,fine woody debris,NA,15,36,50,53,43,31,56,50,43
CM,18,H,-3876017,-7151873,14,314,1609,large,north,chu.sp,Chusquea sp,native,30,44,51,68,40,67,54,63,51
CM,18,H,-3876017,-7151873,14,314,1609,large,north,epi.tet,Epilobium tetragonum,exotic,2,44,51,68,40,67,54,63,51
CM,18,H,-3876017,-7151873,14,314,1609,large,north,ber.mic,Berberis microphylla,native,2,44,51,68,40,67,54,63,51
CM,18,H,-3876017,-7151873,14,314,1609,large,north,fwd,fine woody debris,NA,66,44,51,68,40,67,54,63,51
CM,18,H,-3876017,-7151873,14,314,1609,large,east,epi.tet,Epilobium tetragonum,exotic,5,18,64,48,56,22,64,46,60
CM,18,H,-3876017,-7151873,14,314,1609,large,east,bare.gr,bare ground,NA,65,18,64,48,56,22,64,46,60
CM,18,H,-3876017,-7151873,14,314,1609,large,east,cwd,coarse woody debris,NA,30,18,64,48,56,22,64,46,60
CM,18,H,-3876017,-7151873,14,314,1609,large,south,epi.tet,Epilobium tetragonum,exotic,5,55,58,64,48,54,58,72,54
CM,18,H,-3876017,-7151873,14,314,1609,large,south,chu.sp,Chusquea sp,native,70,55,58,64,48,54,58,72,54
CM,18,H,-3876017,-7151873,14,314,1609,large,south,bare.gr,bare ground,NA,20,55,58,64,48,54,58,72,54
CM,18,H,-3876017,-7151873,14,314,1609,large,south,fwd,fine woody debris,NA,5,55,58,64,48,54,58,72,54
CM,18,H,-3876017,-7151873,14,314,1609,large,west,rum.ace,Rumex acetosella,exotic,90,22,46,39,36,20,56,48,33
CM,18,H,-3876017,-7151873,14,314,1609,large,west,bare.gr,bare ground,NA,10,22,46,39,36,20,56,48,33
