site,n.plot,cod.sev,north,west,slope,aspect,elev.m,tran.size,transect,species,sp.name,origen,veg.cov,cov.50N,cov.50E,cov.50S,cov.50W,cov.140N,cov.140E,cov.140S,cov.140W
CM,44,UN,-3873315,-7151625,10,138,1500,medium,west,car.bre,Carex brevicaulis,native,2,70,85,83,71,74,82,80,71
CM,45,UN,-3876334,-7149838,4,270,1580,medium,north,ble.pen,Blechnum penna-marina,native,5,86,91,86,89,83,90,87,89
CM,45,UN,-3876334,-7149838,4,270,1580,medium,north,ade.chi,Adenocaulon chilense,native,8,86,91,86,89,83,90,87,89
CM,45,UN,-3876334,-7149838,4,270,1580,medium,north,may.dis,Maytenus disticha,native,10,86,91,86,89,83,90,87,89
CM,45,UN,-3876334,-7149838,4,270,1580,medium,north,car.bre,Carex brevicaulis,native,8,86,91,86,89,83,90,87,89
CM,45,UN,-3876334,-7149838,4,270,1580,medium,north,ara.ara,Araucaria araucana,native,4,86,91,86,89,83,90,87,89
CM,45,UN,-3876334,-7149838,4,270,1580,medium,north,cwd,coarse woody debris,NA,30,86,91,86,89,83,90,87,89
CM,45,UN,-3876334,-7149838,4,270,1580,medium,north,bare.gr,bare ground,NA,35,86,91,86,89,83,90,87,89
CM,45,UN,-3876334,-7149838,4,270,1580,medium,east,rib.den,Ribes densiflorum,native,5,84,82,84,88,84,84,86,81
CM,45,UN,-3876334,-7149838,4,270,1580,medium,east,may.dis,Maytenus disticha,native,18,84,82,84,88,84,84,86,81
CM,45,UN,-3876334,-7149838,4,270,1580,medium,east,cwd,coarse woody debris,NA,67,84,82,84,88,84,84,86,81
CM,45,UN,-3876334,-7149838,4,270,1580,medium,east,bare.gr,bare ground,NA,10,84,82,84,88,84,84,86,81
CM,45,UN,-3876334,-7149838,4,270,1580,medium,south,cwd,coarse woody debris,NA,60,85,87,87,84,84,84,86,81
CM,45,UN,-3876334,-7149838,4,270,1580,medium,south,bare.gr,bare ground,NA,40,85,87,87,84,84,84,86,81
CM,45,UN,-3876334,-7149838,4,270,1580,medium,west,may.dis,Maytenus disticha,native,35,88,87,79,90,84,85,78,89
CM,45,UN,-3876334,-7149838,4,270,1580,medium,west,vic.nig,Vicia nigricans,native,4,88,87,79,90,84,85,78,89
CM,45,UN,-3876334,-7149838,4,270,1580,medium,west,ade.chi,Adenocaulon chilense,native,5,88,87,79,90,84,85,78,89
CM,45,UN,-3876334,-7149838,4,270,1580,medium,west,osm.chi,Osmorhiza chilensis,native,1,88,87,79,90,84,85,78,89
CM,45,UN,-3876334,-7149838,4,270,1580,medium,west,cwd,coarse woody debris,NA,30,88,87,79,90,84,85,78,89
CM,45,UN,-3876334,-7149838,4,270,1580,medium,west,bare.gr,bare ground,NA,25,88,87,79,90,84,85,78,89
CM,46,UN,-3875271,-7148864,14,334,1525,large,north,myo.obl,Myoschilos oblongum,native,35,90,93,93,88,90,93,92,87
CM,46,UN,-3875271,-7148864,14,334,1525,large,north,aca.ova,Acaena ovalifolia,native,25,90,93,93,88,90,93,92,87
CM,46,UN,-3875271,-7148864,14,334,1525,large,north,not.pum,Nothofagus pumilio,native,5,90,93,93,88,90,93,92,87
CM,46,UN,-3875271,-7148864,14,334,1525,large,north,als.aur,Alstroemeria aurea,native,25,90,93,93,88,90,93,92,87
CM,46,UN,-3875271,-7148864,14,334,1525,large,north,bare.gr,bare ground,NA,10,90,93,93,88,90,93,92,87
CM,46,UN,-3875271,-7148864,14,334,1525,large,east,ara.ara,Araucaria araucana,native,8,91,92,91,92,90,92,88,92
CM,46,UN,-3875271,-7148864,14,334,1525,large,east,cwd,coarse woody debris,NA,32,91,92,91,92,90,92,88,92
CM,46,UN,-3875271,-7148864,14,334,1525,large,east,bare.gr,bare ground,NA,60,91,92,91,92,90,92,88,92
CM,46,UN,-3875271,-7148864,14,334,1525,large,south,chu.sp,Chusquea sp,native,60,93,93,91,94,91,89,90,94
CM,46,UN,-3875271,-7148864,14,334,1525,large,south,gau.poe,Gaultheria poeppigii,native,5,93,93,91,94,91,89,90,94
CM,46,UN,-3875271,-7148864,14,334,1525,large,south,cwd,coarse woody debris,NA,35,93,93,91,94,91,89,90,94
CM,46,UN,-3875271,-7148864,14,334,1525,large,west,gau.poe,Gaultheria poeppigii,native,15,91,94,95,94,90,94,95,95
CM,46,UN,-3875271,-7148864,14,334,1525,large,west,als.aur,Alstroemeria aurea,native,3,91,94,95,94,90,94,95,95
CM,46,UN,-3875271,-7148864,14,334,1525,large,west,vic.nig,Vicia nigricans,native,4,91,94,95,94,90,94,95,95
CM,46,UN,-3875271,-7148864,14,334,1525,large,west,chu.sp,Chusquea sp,native,70,91,94,95,94,90,94,95,95
CM,46,UN,-3875271,-7148864,14,334,1525,large,west,rib.mag,Ribes magellanicum,native,5,91,94,95,94,90,94,95,95
CM,46,UN,-3875271,-7148864,14,334,1525,large,west,ble.pen,Blechnum penna-marina,native,3,91,94,95,94,90,94,95,95
CM,47,UN,-3873970,-7151020,8,90,1466,large,north,myo.obl,Myoschilos oblongum,native,10,92,88,83,84,94,90,80,71
CM,47,UN,-3873970,-7151020,8,90,1466,large,north,may.dis,Maytenus disticha,native,60,92,88,83,84,94,90,80,71
CM,47,UN,-3873970,-7151020,8,90,1466,large,north,ber.ser,Berberis serratodentata,native,5,92,88,83,84,94,90,80,71
CM,47,UN,-3873970,-7151020,8,90,1466,large,north,chu.sp,Chusquea sp,native,20,92,88,83,84,94,90,80,71
CM,47,UN,-3873970,-7151020,8,90,1466,large,north,rib.den,Ribes densiflorum,native,5,92,88,83,84,94,90,80,71
CM,47,UN,-3873970,-7151020,8,90,1466,large,east,not.pum,Nothofagus pumilio,native,20,88,91,92,87,83,90,90,83
CM,47,UN,-3873970,-7151020,8,90,1466,large,east,ber.ser,Berberis serratodentata,native,30,88,91,92,87,83,90,90,83
CM,47,UN,-3873970,-7151020,8,90,1466,large,east,may.dis,Maytenus disticha,native,45,88,91,92,87,83,90,90,83
CM,47,UN,-3873970,-7151020,8,90,1466,large,east,rib.den,Ribes densiflorum,native,5,88,91,92,87,83,90,90,83
CM,47,UN,-3873970,-7151020,8,90,1466,large,south,rub.geo,Rubus geoides,native,2,88,93,92,87,84,93,92,88
CM,47,UN,-3873970,-7151020,8,90,1466,large,south,may.dis,Maytenus disticha,native,35,88,93,92,87,84,93,92,88
CM,47,UN,-3873970,-7151020,8,90,1466,large,south,per.pre,Perezia prenanthoides,native,3,88,93,92,87,84,93,92,88
CM,47,UN,-3873970,-7151020,8,90,1466,large,south,not.pum,Nothofagus pumilio,native,30,88,93,92,87,84,93,92,88
CM,47,UN,-3873970,-7151020,8,90,1466,large,south,rib.den,Ribes densiflorum,native,2,88,93,92,87,84,93,92,88
CM,47,UN,-3873970,-7151020,8,90,1466,large,south,ade.chi,Adenocaulon chilense,native,2,88,93,92,87,84,93,92,88
CM,47,UN,-3873970,-7151020,8,90,1466,large,south,ber.ser,Berberis serratodentata,native,15,88,93,92,87,84,93,92,88
CM,47,UN,-3873970,-7151020,8,90,1466,large,south,osm.chi,Osmorhiza chilensis,native,5,88,93,92,87,84,93,92,88
CM,47,UN,-3873970,-7151020,8,90,1466,large,south,myo.obl,Myoschilos oblongum,native,3,88,93,92,87,84,93,92,88
CM,47,UN,-3873970,-7151020,8,90,1466,large,south,vio.rei,Viola reichei,native,3,88,93,92,87,84,93,92,88
CM,47,UN,-3873970,-7151020,8,90,1466,large,west,may.dis,Maytenus disticha,native,10,71,89,93,81,74,92,90,77
CM,47,UN,-3873970,-7151020,8,90,1466,large,west,ber.ser,Berberis serratodentata,native,5,71,89,93,81,74,92,90,77
CM,47,UN,-3873970,-7151020,8,90,1466,large,west,ber.mic,Berberis microphylla,native,4,71,89,93,81,74,92,90,77
CM,47,UN,-3873970,-7151020,8,90,1466,large,west,ade.chi,Adenocaulon chilense,native,1,71,89,93,81,74,92,90,77
CM,47,UN,-3873970,-7151020,8,90,1466,large,west,cwd,coarse woody debris,NA,80,71,89,93,81,74,92,90,77
CM,48,UN,-3875004,-7149602,2,156,1479,medium,north,ber.ser,Berberis serratodentata,native,20,92,93,89,90,94,94,88,90
CM,48,UN,-3875004,-7149602,2,156,1479,medium,north,osm.chi,Osmorhiza chilensis,native,2,92,93,89,90,94,94,88,90
CM,48,UN,-3875004,-7149602,2,156,1479,medium,north,not.pum,Nothofagus pumilio,native,30,92,93,89,90,94,94,88,90
CM,48,UN,-3875004,-7149602,2,156,1479,medium,north,may.dis,Maytenus disticha,native,5,92,93,89,90,94,94,88,90
CM,48,UN,-3875004,-7149602,2,156,1479,medium,north,ber.mic,Berberis microphylla,native,3,92,93,89,90,94,94,88,90
CM,48,UN,-3875004,-7149602,2,156,1479,medium,north,bare.gr,bare ground,NA,40,92,93,89,90,94,94,88,90
CM,48,UN,-3875004,-7149602,2,156,1479,medium,east,osm.chi,Osmorhiza chilensis,native,5,94,91,90,92,94,89,88,92
CM,48,UN,-3875004,-7149602,2,156,1479,medium,east,ber.ser,Berberis serratodentata,native,65,94,91,90,92,94,89,88,92
CM,48,UN,-3875004,-7149602,2,156,1479,medium,east,may.dis,Maytenus disticha,native,5,94,91,90,92,94,89,88,92
CM,48,UN,-3875004,-7149602,2,156,1479,medium,east,vic.nig,Vicia nigricans,native,5,94,91,90,92,94,89,88,92
CM,48,UN,-3875004,-7149602,2,156,1479,medium,east,ber.mic,Berberis microphylla,native,5,94,91,90,92,94,89,88,92
CM,48,UN,-3875004,-7149602,2,156,1479,medium,east,rib.den,Ribes densiflorum,native,5,94,91,90,92,94,89,88,92
CM,48,UN,-3875004,-7149602,2,156,1479,medium,east,bare.gr,bare ground,NA,10,94,91,90,92,94,89,88,92
CM,48,UN,-3875004,-7149602,2,156,1479,medium,south,ber.ser,Berberis serratodentata,native,60,94,86,89,92,93,87,77,94
CM,48,UN,-3875004,-7149602,2,156,1479,medium,south,may.dis,Maytenus disticha,native,5,94,86,89,92,93,87,77,94
CM,48,UN,-3875004,-7149602,2,156,1479,medium,south,not.pum,Nothofagus pumilio,native,4,94,86,89,92,93,87,77,94
CM,48,UN,-3875004,-7149602,2,156,1479,medium,south,vic.nig,Vicia nigricans,native,4,94,86,89,92,93,87,77,94
CM,48,UN,-3875004,-7149602,2,156,1479,medium,south,per.pre,Perezia prenanthoides,native,2,94,86,89,92,93,87,77,94
CM,48,UN,-3875004,-7149602,2,156,1479,medium,south,cwd,coarse woody debris,NA,25,94,86,89,92,93,87,77,94
CM,48,UN,-3875004,-7149602,2,156,1479,medium,west,rib.den,Ribes densiflorum,native,5,95,93,94,92,94,92,95,94
CM,48,UN,-3875004,-7149602,2,156,1479,medium,west,ber.mic,Berberis microphylla,native,5,95,93,94,92,94,92,95,94
CM,48,UN,-3875004,-7149602,2,156,1479,medium,west,osm.chi,Osmorhiza chilensis,native,5,95,93,94,92,94,92,95,94
CM,48,UN,-3875004,-7149602,2,156,1479,medium,west,vio.rei,Viola reichei,native,4,95,93,94,92,94,92,95,94
CM,48,UN,-3875004,-7149602,2,156,1479,medium,west,per.pre,Perezia prenanthoides,native,4,95,93,94,92,94,92,95,94
CM,48,UN,-3875004,-7149602,2,156,1479,medium,west,not.pum,Nothofagus pumilio,native,35,95,93,94,92,94,92,95,94
CM,48,UN,-3875004,-7149602,2,156,1479,medium,west,may.dis,Maytenus disticha,native,5,95,93,94,92,94,92,95,94
CM,48,UN,-3875004,-7149602,2,156,1479,medium,west,rub.geo,Rubus geoides,native,2,95,93,94,92,94,92,95,94
CM,48,UN,-3875004,-7149602,2,156,1479,medium,west,bare.gr,bare ground,NA,35,95,93,94,92,94,92,95,94
CM,49,UN,-3876133,-7150343,38,110,1644,large,north,ber.mic,Berberis microphylla,native,20,91,92,92,95,89,91,90,93
CM,49,UN,-3876133,-7150343,38,110,1644,large,north,may.dis,Maytenus disticha,native,80,91,92,92,95,89,91,90,93
CM,49,UN,-3876133,-7150343,38,110,1644,large,east,osm.chi,Osmorhiza chilensis,native,10,93,87,90,94,91,84,90,94
CM,49,UN,-3876133,-7150343,38,110,1644,large,east,per.pre,Perezia prenanthoides,native,15,93,87,90,94,91,84,90,94
CM,49,UN,-3876133,-7150343,38,110,1644,large,east,ade.chi,Adenocaulon chilense,native,20,93,87,90,94,91,84,90,94
CM,49,UN,-3876133,-7150343,38,110,1644,large,east,may.dis,Maytenus disticha,native,4,93,87,90,94,91,84,90,94
CM,49,UN,-3876133,-7150343,38,110,1644,large,east,ber.mic,Berberis microphylla,native,1,93,87,90,94,91,84,90,94
CM,49,UN,-3876133,-7150343,38,110,1644,large,east,cwd,coarse woody debris,NA,30,93,87,90,94,91,84,90,94
CM,49,UN,-3876133,-7150343,38,110,1644,large,east,bare.gr,bare ground,NA,20,93,87,90,94,91,84,90,94
CM,49,UN,-3876133,-7150343,38,110,1644,large,south,may.dis,Maytenus disticha,native,30,92,92,94,93,93,88,92,91
CM,49,UN,-3876133,-7150343,38,110,1644,large,south,per.pre,Perezia prenanthoides,native,5,92,92,94,93,93,88,92,91
CM,49,UN,-3876133,-7150343,38,110,1644,large,south,ade.chi,Adenocaulon chilense,native,5,92,92,94,93,93,88,92,91
CM,49,UN,-3876133,-7150343,38,110,1644,large,south,ber.mic,Berberis microphylla,native,5,92,92,94,93,93,88,92,91
CM,49,UN,-3876133,-7150343,38,110,1644,large,south,bare.gr,bare ground,NA,35,92,92,94,93,93,88,92,91
CM,49,UN,-3876133,-7150343,38,110,1644,large,south,cwd,coarse woody debris,NA,20,92,92,94,93,93,88,92,91
CM,49,UN,-3876133,-7150343,38,110,1644,large,west,may.dis,Maytenus disticha,native,30,92,94,87,95,93,94,85,94
CM,49,UN,-3876133,-7150343,38,110,1644,large,west,ber.mic,Berberis microphylla,native,15,92,94,87,95,93,94,85,94
CM,49,UN,-3876133,-7150343,38,110,1644,large,west,ade.chi,Adenocaulon chilense,native,5,92,94,87,95,93,94,85,94
CM,49,UN,-3876133,-7150343,38,110,1644,large,west,ble.pen,Blechnum penna-marina,native,2,92,94,87,95,93,94,85,94
CM,49,UN,-3876133,-7150343,38,110,1644,large,west,per.pre,Perezia prenanthoides,native,5,92,94,87,95,93,94,85,94
CM,49,UN,-3876133,-7150343,38,110,1644,large,west,bare.gr,bare ground,NA,43,92,94,87,95,93,94,85,94
CM,50,UN,-3875807,-7149769,14,30,1642,medium,north,als.aur,Alstroemeria aurea,native,10,89,89,90,91,90,87,88,90
CM,50,UN,-3875807,-7149769,14,30,1642,medium,north,osm.chi,Osmorhiza chilensis,native,10,89,89,90,91,90,87,88,90
CM,50,UN,-3875807,-7149769,14,30,1642,medium,north,ber.mic,Berberis microphylla,native,5,89,89,90,91,90,87,88,90
CM,50,UN,-3875807,-7149769,14,30,1642,medium,north,ber.ser,Berberis serratodentata,native,3,89,89,90,91,90,87,88,90
CM,50,UN,-3875807,-7149769,14,30,1642,medium,north,not.pum,Nothofagus pumilio,native,10,89,89,90,91,90,87,88,90
CM,50,UN,-3875807,-7149769,14,30,1642,medium,north,bare.gr,bare ground,NA,57,89,89,90,91,90,87,88,90
CM,50,UN,-3875807,-7149769,14,30,1642,medium,north,cwd,coarse woody debris,NA,5,89,89,90,91,90,87,88,90
CM,50,UN,-3875807,-7149769,14,30,1642,medium,east,als.aur,Alstroemeria aurea,native,65,92,93,94,92,92,92,94,92
CM,50,UN,-3875807,-7149769,14,30,1642,medium,east,may.dis,Maytenus disticha,native,15,92,93,94,92,92,92,94,92
CM,50,UN,-3875807,-7149769,14,30,1642,medium,east,per.pre,Perezia prenanthoides,native,5,92,93,94,92,92,92,94,92
CM,50,UN,-3875807,-7149769,14,30,1642,medium,east,vic.nig,Vicia nigricans,native,5,92,93,94,92,92,92,94,92
CM,50,UN,-3875807,-7149769,14,30,1642,medium,east,bare.gr,bare ground,NA,10,92,93,94,92,92,92,94,92
CM,50,UN,-3875807,-7149769,14,30,1642,medium,south,chu.sp,Chusquea sp,native,65,92,90,95,94,91,92,95,93
CM,50,UN,-3875807,-7149769,14,30,1642,medium,south,may.dis,Maytenus disticha,native,20,92,90,95,94,91,92,95,93
CM,50,UN,-3875807,-7149769,14,30,1642,medium,south,als.aur,Alstroemeria aurea,native,5,92,90,95,94,91,92,95,93
CM,50,UN,-3875807,-7149769,14,30,1642,medium,south,per.pre,Perezia prenanthoides,native,2,92,90,95,94,91,92,95,93
CM,50,UN,-3875807,-7149769,14,30,1642,medium,south,bare.gr,bare ground,NA,8,92,90,95,94,91,92,95,93
CM,50,UN,-3875807,-7149769,14,30,1642,medium,west,chu.sp,Chusquea sp,native,50,92,93,91,93,92,93,92,92
CM,50,UN,-3875807,-7149769,14,30,1642,medium,west,sol.val,Solanum valdiviense,native,10,92,93,91,93,92,93,92,92
CM,50,UN,-3875807,-7149769,14,30,1642,medium,west,osm.chi,Osmorhiza chilensis,native,5,92,93,91,93,92,93,92,92
CM,50,UN,-3875807,-7149769,14,30,1642,medium,west,may.dis,Maytenus disticha,native,5,92,93,91,93,92,93,92,92
CM,50,UN,-3875807,-7149769,14,30,1642,medium,west,als.aur,Alstroemeria aurea,native,2,92,93,91,93,92,93,92,92
CM,50,UN,-3875807,-7149769,14,30,1642,medium,west,ade.chi,Adenocaulon chilense,native,2,92,93,91,93,92,93,92,92
CM,50,UN,-3875807,-7149769,14,30,1642,medium,west,ber.mic,Berberis microphylla,native,1,92,93,91,93,92,93,92,92
CM,50,UN,-3875807,-7149769,14,30,1642,medium,west,bare.gr,bare ground,NA,5,92,93,91,93,92,93,92,92
CM,50,UN,-3875807,-7149769,14,30,1642,medium,west,cwd,coarse woody debris,NA,20,92,93,91,93,92,93,92,92
CM,51,UN,-3876510,-7149812,12,244,1585,medium,north,not.pum,Nothofagus pumilio,native,55,83,90,91,87,80,89,89,80
CM,51,UN,-3876510,-7149812,12,244,1585,medium,north,may.dis,Maytenus disticha,native,5,83,90,91,87,80,89,89,80
CM,51,UN,-3876510,-7149812,12,244,1585,medium,north,als.aur,Alstroemeria aurea,native,5,83,90,91,87,80,89,89,80
CM,51,UN,-3876510,-7149812,12,244,1585,medium,north,per.pre,Perezia prenanthoides,native,5,83,90,91,87,80,89,89,80
CM,51,UN,-3876510,-7149812,12,244,1585,medium,north,bare.gr,bare ground,NA,30,83,90,91,87,80,89,89,80
CM,51,UN,-3876510,-7149812,12,244,1585,medium,east,ber.mic,Berberis microphylla,native,35,90,90,88,89,89,87,88,89
CM,51,UN,-3876510,-7149812,12,244,1585,medium,east,als.aur,Alstroemeria aurea,native,5,90,90,88,89,89,87,88,89
CM,51,UN,-3876510,-7149812,12,244,1585,medium,east,osm.chi,Osmorhiza chilensis,native,5,90,90,88,89,89,87,88,89
CM,51,UN,-3876510,-7149812,12,244,1585,medium,east,bare.gr,bare ground,NA,55,90,90,88,89,89,87,88,89
CM,51,UN,-3876510,-7149812,12,244,1585,medium,south,car.bre,Carex brevicaulis,native,40,89,90,87,88,88,90,87,87
CM,51,UN,-3876510,-7149812,12,244,1585,medium,south,osm.chi,Osmorhiza chilensis,native,3,89,90,87,88,88,90,87,87
CM,51,UN,-3876510,-7149812,12,244,1585,medium,south,ber.mic,Berberis microphylla,native,1,89,90,87,88,88,90,87,87
CM,51,UN,-3876510,-7149812,12,244,1585,medium,south,not.pum,Nothofagus pumilio,native,1,89,90,87,88,88,90,87,87
CM,51,UN,-3876510,-7149812,12,244,1585,medium,south,bare.gr,bare ground,NA,55,89,90,87,88,88,90,87,87
CM,51,UN,-3876510,-7149812,12,244,1585,medium,west,als.aur,Alstroemeria aurea,native,3,84,89,86,82,83,89,82,85
CM,51,UN,-3876510,-7149812,12,244,1585,medium,west,per.pre,Perezia prenanthoides,native,2,84,89,86,82,83,89,82,85
CM,51,UN,-3876510,-7149812,12,244,1585,medium,west,may.dis,Maytenus disticha,native,15,84,89,86,82,83,89,82,85
CM,51,UN,-3876510,-7149812,12,244,1585,medium,west,not.pum,Nothofagus pumilio,native,35,84,89,86,82,83,89,82,85
CM,51,UN,-3876510,-7149812,12,244,1585,medium,west,bare.gr,bare ground,NA,20,84,89,86,82,83,89,82,85
CM,51,UN,-3876510,-7149812,12,244,1585,medium,west,cwd,coarse woody debris,NA,25,84,89,86,82,83,89,82,85
CM,52,UN,-3876104,-7149761,18,228,1634,small,north,not.pum,Nothofagus pumilio,native,20,90,88,82,87,85,86,80,84
CM,52,UN,-3876104,-7149761,18,228,1634,small,north,may.dis,Maytenus disticha,native,40,90,88,82,87,85,86,80,84
CM,52,UN,-3876104,-7149761,18,228,1634,small,north,osm.chi,Osmorhiza chilensis,native,5,90,88,82,87,85,86,80,84
CM,52,UN,-3876104,-7149761,18,228,1634,small,north,per.pre,Perezia prenanthoides,native,3,90,88,82,87,85,86,80,84
CM,52,UN,-3876104,-7149761,18,228,1634,small,north,ade.chi,Adenocaulon chilense,native,5,90,88,82,87,85,86,80,84
CM,52,UN,-3876104,-7149761,18,228,1634,small,north,bare.gr,bare ground,NA,27,90,88,82,87,85,86,80,84
CM,52,UN,-3876104,-7149761,18,228,1634,small,east,may.dis,Maytenus disticha,native,50,91,88,86,90,92,89,80,86
CM,52,UN,-3876104,-7149761,18,228,1634,small,east,not.pum,Nothofagus pumilio,native,25,91,88,86,90,92,89,80,86
CM,52,UN,-3876104,-7149761,18,228,1634,small,east,vio.rei,Viola reichei,native,5,91,88,86,90,92,89,80,86
CM,52,UN,-3876104,-7149761,18,228,1634,small,east,osm.chi,Osmorhiza chilensis,native,5,91,88,86,90,92,89,80,86
CM,52,UN,-3876104,-7149761,18,228,1634,small,east,per.pre,Perezia prenanthoides,native,3,91,88,86,90,92,89,80,86
CM,52,UN,-3876104,-7149761,18,228,1634,small,east,ade.chi,Adenocaulon chilense,native,5,91,88,86,90,92,89,80,86
CM,52,UN,-3876104,-7149761,18,228,1634,small,east,rub.geo,Rubus geoides,native,3,91,88,86,90,92,89,80,86
CM,52,UN,-3876104,-7149761,18,228,1634,small,east,gau.poe,Gaultheria poeppigii,native,3,91,88,86,90,92,89,80,86
CM,52,UN,-3876104,-7149761,18,228,1634,small,east,rib.den,Ribes densiflorum,native,1,91,88,86,90,92,89,80,86
CM,52,UN,-3876104,-7149761,18,228,1634,small,south,rib.den,Ribes densiflorum,native,5,94,92,93,90,91,88,92,91
CM,52,UN,-3876104,-7149761,18,228,1634,small,south,may.dis,Maytenus disticha,native,35,94,92,93,90,91,88,92,91
CM,52,UN,-3876104,-7149761,18,228,1634,small,south,not.pum,Nothofagus pumilio,native,40,94,92,93,90,91,88,92,91
CM,52,UN,-3876104,-7149761,18,228,1634,small,south,ber.mic,Berberis microphylla,native,15,94,92,93,90,91,88,92,91
CM,52,UN,-3876104,-7149761,18,228,1634,small,south,osm.chi,Osmorhiza chilensis,native,3,94,92,93,90,91,88,92,91
CM,52,UN,-3876104,-7149761,18,228,1634,small,south,vio.rei,Viola reichei,native,2,94,92,93,90,91,88,92,91
CM,52,UN,-3876104,-7149761,18,228,1634,small,west,not.pum,Nothofagus pumilio,native,18,89,88,90,84,88,84,87,86
CM,52,UN,-3876104,-7149761,18,228,1634,small,west,per.pre,Perezia prenanthoides,native,17,89,88,90,84,88,84,87,86
CM,52,UN,-3876104,-7149761,18,228,1634,small,west,osm.chi,Osmorhiza chilensis,native,20,89,88,90,84,88,84,87,86
CM,52,UN,-3876104,-7149761,18,228,1634,small,west,may.dis,Maytenus disticha,native,20,89,88,90,84,88,84,87,86
CM,52,UN,-3876104,-7149761,18,228,1634,small,west,rib.den,Ribes densiflorum,native,5,89,88,90,84,88,84,87,86
CM,52,UN,-3876104,-7149761,18,228,1634,small,west,vic.nig,Vicia nigricans,native,10,89,88,90,84,88,84,87,86
CM,52,UN,-3876104,-7149761,18,228,1634,small,west,ber.mic,Berberis microphylla,native,3,89,88,90,84,88,84,87,86
CM,52,UN,-3876104,-7149761,18,228,1634,small,west,bare.gr,bare ground,NA,7,89,88,90,84,88,84,87,86
CM,53,UN,-3878050,-7153903,10,222,1053,medium,north,ber.dar,Berberis darwinii,native,22,90,91,86,92,90,91,86,91
CM,53,UN,-3878050,-7153903,10,222,1053,medium,north,may.dis,Maytenus disticha,native,63,90,91,86,92,90,91,86,91
CM,53,UN,-3878050,-7153903,10,222,1053,medium,north,als.aur,Alstroemeria aurea,native,7,90,91,86,92,90,91,86,91
CM,53,UN,-3878050,-7153903,10,222,1053,medium,north,gau.poe,Gaultheria poeppigii,native,4,90,91,86,92,90,91,86,91
CM,53,UN,-3878050,-7153903,10,222,1053,medium,north,sch.pat,Schinus patagonicus,native,4,90,91,86,92,90,91,86,91
CM,53,UN,-3878050,-7153903,10,222,1053,medium,east,may.dis,Maytenus disticha,native,53,93,91,86,92,93,91,86,93
CM,53,UN,-3878050,-7153903,10,222,1053,medium,east,dio.bra,Dioscorea brachybotrya,native,15,93,91,86,92,93,91,86,93
CM,53,UN,-3878050,-7153903,10,222,1053,medium,east,rib.cuc,Ribes cucullatum,native,2,93,91,86,92,93,91,86,93
CM,53,UN,-3878050,-7153903,10,222,1053,medium,east,bare.gr,bare ground,NA,30,93,91,86,92,93,91,86,93
CM,53,UN,-3878050,-7153903,10,222,1053,medium,south,ber.mic,Berberis microphylla,native,10,92,93,80,68,91,93,81,64
CM,53,UN,-3878050,-7153903,10,222,1053,medium,south,fra.chi,Fragaria chiloensis,native,5,92,93,80,68,91,93,81,64
CM,53,UN,-3878050,-7153903,10,222,1053,medium,south,osm.chi,Osmorhiza chilensis,native,8,92,93,80,68,91,93,81,64
CM,53,UN,-3878050,-7153903,10,222,1053,medium,south,gau.poe,Gaultheria poeppigii,native,25,92,93,80,68,91,93,81,64
CM,53,UN,-3878050,-7153903,10,222,1053,medium,south,may.dis,Maytenus disticha,native,18,92,93,80,68,91,93,81,64
CM,53,UN,-3878050,-7153903,10,222,1053,medium,south,aca.pin,Acaena pinnatifida,native,1,92,93,80,68,91,93,81,64
CM,53,UN,-3878050,-7153903,10,222,1053,medium,south,poaceae1,,native,8,92,93,80,68,91,93,81,64
CM,53,UN,-3878050,-7153903,10,222,1053,medium,south,tri.rep,Trifolium repens,exotic,1,92,93,80,68,91,93,81,64
CM,53,UN,-3878050,-7153903,10,222,1053,medium,south,bare.gr,bare ground,NA,24,92,93,80,68,91,93,81,64
CM,53,UN,-3878050,-7153903,10,222,1053,medium,west,not.obl,Nothofagus obliqua,native,10,90,87,85,93,91,85,83,92
CM,53,UN,-3878050,-7153903,10,222,1053,medium,west,osm.chi,Osmorhiza chilensis,native,8,90,87,85,93,91,85,83,92
CM,53,UN,-3878050,-7153903,10,222,1053,medium,west,bro.sp,Bromus sp,exotic,15,90,87,85,93,91,85,83,92
CM,53,UN,-3878050,-7153903,10,222,1053,medium,west,gau.poe,Gaultheria poeppigii,native,18,90,87,85,93,91,85,83,92
CM,53,UN,-3878050,-7153903,10,222,1053,medium,west,aca.ova,Acaena ovalifolia,native,18,90,87,85,93,91,85,83,92
CM,53,UN,-3878050,-7153903,10,222,1053,medium,west,ber.mic,Berberis microphylla,native,1,90,87,85,93,91,85,83,92
CM,53,UN,-3878050,-7153903,10,222,1053,medium,west,ros.rub,Rosa rubiginosa,exotic,5,90,87,85,93,91,85,83,92
CM,53,UN,-3878050,-7153903,10,222,1053,medium,west,bare.gr,bare ground,NA,25,90,87,85,93,91,85,83,92
CM,54,UN,-3875859,-7151042,22,208,1612,large,north,per.pre,Perezia prenanthoides,native,10,90,83,84,83,89,82,83,79
CM,54,UN,-3875859,-7151042,22,208,1612,large,north,ade.chi,Adenocaulon chilense,native,5,90,83,84,83,89,82,83,79
CM,54,UN,-3875859,-7151042,22,208,1612,large,north,may.dis,Maytenus disticha,native,40,90,83,84,83,89,82,83,79
CM,54,UN,-3875859,-7151042,22,208,1612,large,north,rib.den,Ribes densiflorum,native,2,90,83,84,83,89,82,83,79
